ID,DATE,QUALITY,MIN_5CM,MIN_2M,MEAN_2M,MAX_2M,REL_HUMIDITY,MEAN_WIND_STRENGTH,MAX_WIND_SPEED,SUNSHINE,MEAN_CLOUDINESS,PRECIPITATION,MEAN_PRESSURE
2932,2019-12-31,3,-3.4,-0.5,3.7,7,73.04,5.1,11,2.533,4.9,0,1013.68,
2932,2020-01-01,3,-3.9,-2.1,1.1,4.8,85.54,3.2,6,7.133,2.2,0,1017.04,
2932,2020-01-02,3,-6.4,-3.1,1.1,5.7,73.5,4.5,11.3,7.533,2.3,0,1010.8,
2932,2020-01-03,3,0,1.5,5.3,8.3,81.46,6.9,19.5,0,7.2,0.7,1003.05,
2932,2020-01-04,3,-0.5,1.4,3.9,5.5,82.83,7.5,16.3,0,6.1,2.1,1007.12,
2932,2020-01-05,3,-3.5,-1.4,2.4,4.7,82.58,3.8,7.5,1.633,6.4,0,1017.08,
2932,2020-01-06,3,-2.1,-0.4,3.3,5.1,81.71,3.8,7.2,0,5.8,0,1011.22,
2932,2020-01-07,3,-3.4,-0.8,2.2,4.7,89.21,5.2,8.7,0,5.6,0.1,1009.12,
2932,2020-01-08,3,2,2.8,5.6,7.3,85.75,6.5,11.3,0,7.8,7.7,1008.2,
2932,2020-01-09,3,5.7,6.2,8.2,10.2,93.79,5,9.3,0,8,12.3,1001.25,
2932,2020-01-10,3,3.3,4.7,8.6,10.7,81.92,6.6,15.6,1.433,7,1.6,1000.36,
2932,2020-01-11,3,-0.7,0.9,3.9,6,78.5,4.9,12.2,3.6,6.2,0,1013.86,
2932,2020-01-12,3,-2,-0.3,2.8,5.6,77.17,7,15.3,3.367,5.5,0,1006.82,
2932,2020-01-13,3,1.1,2.9,4.7,7.2,83.33,5.6,11.8,1.333,5.5,0,1004.02,
2932,2020-01-14,3,1.7,3.1,7.7,11,67.21,7.9,14.2,0,6.7,0,996.29,
2932,2020-01-15,3,4.2,7.1,9.8,12.3,60.08,6.3,12.9,5.283,5.7,0,999.98,
2932,2020-01-16,3,-1.3,3.2,7.2,11.7,80.38,3.2,7.2,7.683,2.1,0,1010.6,
2932,2020-01-17,3,-3.3,-0.9,4.5,8.6,84.13,4.2,8.7,7.5,2.4,0.7,1003.26,
2932,2020-01-18,3,-3.2,0.1,4.3,6.9,81.54,4.6,9.8,1.933,6.5,0,1007.01,
2932,2020-01-19,3,-3.2,-1.1,2.7,4.7,90.71,2.6,6.3,0,7.5,0.3,1017.96,
2932,2020-01-20,3,-5.4,-2.1,2.1,5,87.38,2.1,4.8,1.483,5.8,0,1029.04,
2932,2020-01-21,3,-6.5,-3.8,-0.2,4.3,83.96,4.1,7.2,8.167,1.5,0,1024.12,
2932,2020-01-22,3,-7.4,-4.5,-0.3,1.9,93,4.2,8.7,0,5.5,0,1017.66,
2932,2020-01-23,3,-7.5,-3.2,1.6,4.9,87.13,2,4.1,0.033,5.6,0,1015.83,
2932,2020-01-24,3,-7.1,-3.8,-1.3,2.5,88.88,3.9,8.7,7.983,1.5,0,1006.86,
2932,2020-01-25,3,-1.6,-1.7,-1.2,-0.9,93.04,2.8,6.5,0,8,0,1005.74,
2932,2020-01-26,3,-1.6,-1.8,0.2,2.9,94.83,2.7,6.2,0,7.7,0,1002.35,
2932,2020-01-27,3,-0.2,1.7,5.2,9.1,82.46,5.3,14.7,2.683,7.1,0.4,994.26,
2932,2020-01-28,3,0.9,2.2,5.2,9,76.54,8.6,20.7,1.533,6.6,0.6,979.79,
2932,2020-01-29,3,-0.5,1.1,3.6,5.8,73.83,9.4,16.8,0.833,5.9,0.2,988.15,
2932,2020-01-30,3,-0.2,1.4,5.7,8.6,73.25,7.7,17,0,7.1,0.1,992.41,
2932,2020-01-31,3,7.7,8.4,11.1,13.7,73.29,8.9,17,1.733,7.3,0,989.53,
2932,2020-02-01,3,5.9,7,10.8,13.5,81.42,7.9,16.3,0,7.7,7.5,988.22,
2932,2020-02-02,3,5.1,5.4,7,8.4,83.46,6,14.7,0,7.6,11.6,991.17,
2932,2020-02-03,3,4,5.6,8.3,10.6,82.83,5.7,16.6,0.183,7.5,12.7,992.45,
2932,2020-02-04,3,1.3,1.8,4.5,6.8,82.17,5.8,18.9,1.9,6.8,1.6,992.02,
2932,2020-02-05,3,-3.9,-1.6,2.1,4,75.96,5.7,16.8,4.817,6,0,1013.14,
2932,2020-02-06,3,-2.9,-0.8,2.6,5.1,81.29,4.6,10.1,0.017,7.5,0,1013.74,
2932,2020-02-07,3,-2.9,0.7,4.2,5.9,81.63,2.3,7,0,7.6,0,1012.87,
2932,2020-02-08,3,-3.8,-0.4,4.3,9.8,72.33,4.6,9.8,7.2,3.3,0,1007.22,
2932,2020-02-09,3,2,3.5,9.2,13.4,62.63,9.2,24.4,5.4,7,5.2,994.69,
2932,2020-02-10,3,1.4,2.7,7.4,13.5,73.46,12.7,28.3,2.617,6.4,3.5,977.52,
2932,2020-02-11,3,-0.7,0.2,3.4,6.9,75.08,10,23.5,0.85,6,0.3,983.8,
2932,2020-02-12,3,-1,0.8,3.3,7.2,68.71,9.9,21.8,6.75,2.7,0,994.18,
2932,2020-02-13,3,-3.1,-0.4,3.2,5.9,78.08,5.7,12.9,1.433,6.1,0.5,993.7,
2932,2020-02-14,3,-0.2,1.5,4.8,7.5,88.75,4,9.4,0,6.5,3,1000.18,
2932,2020-02-15,3,0.3,1.8,6,10.5,77.54,5.5,12.9,6.7,5.7,0,1005.08,
2932,2020-02-16,3,5.6,7.3,12.4,16.3,52.25,9.3,21.8,0.367,7.2,0,993.38,
2932,2020-02-17,3,4.2,5.8,9.2,15.6,65.83,8.1,17.8,0.083,7,0,997.39,
2932,2020-02-18,3,2.6,4,6.5,9.7,69.88,8.8,19.4,4.183,5.7,0.6,1003.13,
2932,2020-02-19,3,-1.3,0.7,5.1,7,73.75,7.3,15.6,1.7,7.2,2.4,999.74,
2932,2020-02-20,3,-2,0.1,4.9,8.3,75.38,5.9,14.9,0.1,6.2,1.2,1000.96,
2932,2020-02-21,3,0.5,1.9,5.7,8,69.13,8.9,19.9,3.117,6.9,0,1005.19,
2932,2020-02-22,3,2.1,3.6,8.3,12.2,59.38,10.1,21.4,0.1,7.3,0.1,1002.43,
2932,2020-02-23,3,3,4.3,8.7,12.7,81.04,9.9,25,0.117,7.2,6.6,995.13,
2932,2020-02-24,3,0,1.9,5.4,9.8,74.92,6.9,14.9,3.367,6.7,0.6,998.69,
2932,2020-02-25,3,1.8,3.7,8.2,11.4,73.46,7.6,16.8,3.2,6.3,1.7,982.25,
2932,2020-02-26,3,-0.6,0.2,2.8,5.7,86.54,6.4,17.7,1.633,7,3.5,979.95,
2932,2020-02-27,3,0.4,0.8,3,6.2,79.67,5.1,11.7,1.317,7.3,0.3,985.47,
2932,2020-02-28,3,-0.8,0.6,3.1,7.5,77.71,6.6,16.3,2.3,7.1,4.2,996.3,
2932,2020-02-29,3,0,0.5,6.7,12.1,78.54,7.5,14.4,1.267,7.2,0.4,983,
2932,2020-03-01,3,0.7,2.7,6.6,11.1,72.92,6.1,24.2,3.217,5.5,2.6,981.21,
2932,2020-03-02,3,3.2,4,6.3,9.8,73.92,5.5,14.6,7.25,6.4,0.7,977.32,
2932,2020-03-03,3,-2.9,0.1,4.1,7.5,81.88,4.1,13.5,0.167,6.3,2.1,983.67,
2932,2020-03-04,3,-3.7,-1,3.5,8,79.33,5.1,11.3,5.717,4.3,0,994.15,
2932,2020-03-05,3,-2.1,-0.4,5.2,11,71.04,4.9,11.1,5.517,5.8,2.3,985.31,
2932,2020-03-06,3,2.2,2.4,6.2,9.9,84.96,6,14.7,0.05,7.5,3.4,976.84,
2932,2020-03-07,3,-0.9,2.3,4.6,7.6,78.92,5.6,14.1,3.183,6.8,0.1,997.2,
2932,2020-03-08,3,-1.5,0.4,5.7,10.9,73.92,5.3,13,1.783,5.9,2.6,999.77,
2932,2020-03-09,3,0.4,3.1,7,11.8,80.79,4.1,10.8,2.183,6.2,1.5,995.68,
2932,2020-03-10,3,1.6,3,6.5,11.7,83.75,7.7,15.3,0,7,7.7,991.33,
2932,2020-03-11,3,7,7.9,10.2,12.3,84.42,5.9,16.8,0.8,7.5,1,993.51,
2932,2020-03-12,3,-1.2,1.8,10.2,14.1,61.83,8.8,20.6,4.25,5.2,0.4,992.05,
2932,2020-03-13,3,1.6,3.2,6.1,10.5,67.92,8.8,21.6,4.867,5.5,0,997.7,
2932,2020-03-14,3,-5.8,-1.5,3.4,8.5,69.17,3,8.6,10.583,3.3,0,1007.27,
2932,2020-03-15,3,-2.7,-0.4,6.1,13.3,52.08,6,13.5,11.083,3.8,0,1003.55,
2932,2020-03-16,3,0.8,3,9.2,16.4,54.38,4,8.2,10.483,4.8,0,1003.48,
2932,2020-03-17,3,1.2,4.7,8.7,14,79.5,2.7,7.2,3.767,6.6,0.7,1011.35,
2932,2020-03-18,3,2.8,4.9,10.7,17.3,67.92,4.5,11.8,10.9,5.1,0,1010.37,
2932,2020-03-19,3,2.1,6.7,10.8,15.8,72.42,2.6,5.7,3.883,6,0,1008.6,
2932,2020-03-20,3,3.5,4.2,6.7,9,85.21,3.7,10.1,0,7.9,0.8,1008.67,
2932,2020-03-21,3,-4.4,-1.9,3.3,6.3,68.75,5.3,13.4,5.5,5,0,1012.55,
2932,2020-03-22,3,-8,-3.5,0.5,5.8,57.92,4.3,11.3,11.583,0.9,0,1018.6,
2932,2020-03-23,3,-9.7,-5.2,0.1,5.1,47.83,3.7,10.1,11.9,0.3,0,1021.4,
2932,2020-03-24,3,-9.2,-6,0.6,7.3,49.46,4.1,11.3,11.95,0,0,1018.95,
2932,2020-03-25,3,-7.2,-4.8,1.6,8.7,47.04,4.9,12.3,11.917,0,0,1013.77,
2932,2020-03-26,3,-6.1,-4.1,4.1,10.8,50.04,5.9,13.7,10.1,2.8,0,1008.99,
2932,2020-03-27,3,-0.2,1.2,8.2,16.6,51.46,4.8,11.3,10.65,1.2,0,1004.8,
2932,2020-03-28,3,-2.2,0.5,7,13.7,60.92,3.6,9.6,11.533,0.1,0,1003.11,
2932,2020-03-29,3,-5.2,-2.4,2.5,4.9,78.38,5.5,14.2,0.05,5.5,1.5,1006.7,
2932,2020-03-30,3,-8.8,-6.2,0.6,5.9,66,3.4,11,7.2,4.3,0.2,1010.97,
2932,2020-03-31,3,-7.8,-2.7,1.5,4.9,60.5,3,9.3,8.833,3.7,0,1012.46,
2932,2020-04-01,3,-8.7,-5.3,2.7,10,53.08,2.8,8.7,12.517,0,0,1004.53,
2932,2020-04-02,3,-5.3,-2.2,4.8,11.9,60.42,3.9,12.3,10.167,2.5,0,995.78,
2932,2020-04-03,3,1.9,3.6,6.7,10.3,59.71,3.7,9.6,2.45,7,0,997.94,
2932,2020-04-04,3,-1.2,1.8,6.8,11.7,58.04,2.2,5.7,6.117,4,0,1008.95,
2932,2020-04-05,3,-2.5,-0.3,8.3,16.5,56.71,4.9,15.1,12.4,0.1,0,1010.82,
2932,2020-04-06,3,-2.7,1.7,11.9,21.2,47.29,3.4,7.2,12.817,0,0,1007.11,
2932,2020-04-07,3,0.6,5.9,12.6,18.4,64.88,3.3,9.3,10.6,1,0,1013.69,
2932,2020-04-08,3,1.1,5.2,13.4,21.6,52.33,2.6,7,12.6,0,0,1009.97,
2932,2020-04-09,3,1,5.7,12.1,18.3,56.5,3.2,9.1,11.85,2,0,1007.48,
2932,2020-04-10,3,1.2,4.7,10.6,16.7,62.5,2.4,7.5,11.333,4.4,0,1009.4,
2932,2020-04-11,3,-1.5,1.8,9,15,47.25,2.1,6.9,13.083,5.9,0,1009.52,
2932,2020-04-12,3,-1.2,3.4,14.1,23.2,47.83,3.4,9.8,11.517,2.4,0.8,999.55,
2932,2020-04-13,3,0.4,2.5,7.9,12.8,56.79,5.1,14.4,4.3,5.5,0.9,999.05,
2932,2020-04-14,3,-1.7,0.6,5,9.8,53.92,3.9,10.6,10.2,2.8,0,1006.47,
2932,2020-04-15,3,-1.5,0.4,8.1,16.1,54.83,4,11.1,10.8,5.7,0,1006.78,
2932,2020-04-16,3,-1.3,2.5,12.5,21.1,53.21,2.5,5.7,12.45,4.9,0,1000.84,
2932,2020-04-17,3,2,4,11.4,18.5,60.54,2.2,5.1,12.567,2.3,0,1000.94,
2932,2020-04-18,3,2.4,3.8,11.9,19.1,50.88,2.9,8.6,10.433,3.9,0,1000.4,
2932,2020-04-19,3,0.5,3.4,9.6,15.1,42.08,4.1,9.9,12.1,2.5,0,1004.08,
2932,2020-04-20,3,-1.9,0.7,8.6,15.4,46.5,5.5,13.9,13.583,0,0,1007.43,
2932,2020-04-21,3,1.7,3.8,10.7,17.7,47.25,6.6,14.9,13.2,0,0,1006.92,
2932,2020-04-22,3,0.4,4,11.7,18.8,44.83,4.8,12.3,13.483,0,0,1007.51,
2932,2020-04-23,3,2.1,4.8,12.9,19.8,46.58,3.5,9.4,13.217,0.3,0,1004.97,
2932,2020-04-24,3,2,5.4,13.6,21,49.54,3.9,10.5,8.183,4.5,0,993.75,
2932,2020-04-25,3,1.1,6.2,9.7,14.5,62.58,3.6,12.3,2.483,6.3,0,995.06,
2932,2020-04-26,3,-1,2.9,11.1,18,56.67,2.4,6.2,11.533,2.6,0,995.09,
2932,2020-04-27,3,-0.5,5,14.8,22.4,45.96,2.7,9.4,13.083,1.8,0,992.03,
2932,2020-04-28,3,2.4,7.9,15.4,22.7,57.5,2.9,10.1,6.05,5.8,0,988.38,
2932,2020-04-29,3,6.1,8.9,13.7,18.6,76,4.1,12.7,4.667,6.4,1.6,989.18,
2932,2020-04-30,3,6.5,8.6,12.8,19.3,74.29,5.6,15.3,2.267,7,1,988.31,
2932,2020-05-01,3,4.4,6.5,11.1,17.1,72.25,5.7,16.3,6.533,5,3,986.48,
2932,2020-05-02,3,4.7,6.4,9,14.2,80.13,5.1,16.6,2.1,6.8,2.4,990.84,
2932,2020-05-03,3,3.4,6.4,10,13.9,76.75,2.6,9.1,2.6,6.8,1.5,1000.62,
2932,2020-05-04,3,0.5,2.1,8.9,11.6,87.17,2.4,8.2,0.65,6.2,6.6,1000.95,
2932,2020-05-05,3,-0.5,1.5,6.9,11.8,71.79,3.4,13.5,9.283,4,0.3,1003.42,
2932,2020-05-06,3,-1.5,0.2,9.7,16.2,57.67,3.5,9.6,12.867,2.7,0,1006.77,
2932,2020-05-07,3,0.3,2.3,10.9,17.6,62.38,3.1,10.6,10.467,3.7,0,1006.63,
2932,2020-05-08,3,3.5,7,14.9,21.8,53.54,2.1,6.7,12.617,5.6,0,1001.79,
2932,2020-05-09,3,3.4,7.5,15.6,22.2,48.58,2.4,6.7,12.283,5.4,0,997.95,
2932,2020-05-10,3,5.6,8.6,16.8,24.4,60.46,2.5,8.6,6.133,5.9,0,989.75,
2932,2020-05-11,3,-2.3,-0.5,6.3,15.5,83.79,5.2,13.7,0.633,7,13.7,991.67,
2932,2020-05-12,3,-3.4,-1.3,5.5,10.9,64.71,3.5,9.9,8.783,3.3,0,1000.46,
2932,2020-05-13,3,-1.8,2.7,9.5,13.6,57.71,1.9,6.2,9.517,5.8,0,996.36,
2932,2020-05-14,3,-0.2,3.5,9.1,14.1,66.71,3.4,9.9,8.917,4.1,0,1000.6,
2932,2020-05-15,3,-0.2,2.3,9.2,14.9,57.33,2.9,9.3,10.683,3.6,0,1002.96,
2932,2020-05-16,3,0.5,3.7,11,17.6,56.75,3.2,11.3,11.783,3.8,0,1005.33,
2932,2020-05-17,3,3.6,8.4,12.7,18.2,56.46,2.6,8.7,9.133,5.1,0,1005.68,
2932,2020-05-18,3,2.9,6.8,15.7,23,54.42,3.9,12.5,13.417,4.5,0,1005.5,
2932,2020-05-19,3,5.9,10.1,15.8,21.6,62.04,3.1,9.9,7.133,5.4,0,1004.3,
2932,2020-05-20,3,4.8,9.2,15.3,19.3,63.67,2.3,6,3.533,6.5,0,1005.69,
2932,2020-05-21,3,3,6.6,14.9,21.7,51.88,2,9.4,13.75,3.5,0,1006.88,
2932,2020-05-22,3,5,9.3,16.5,22.8,64.58,3.5,11.8,2.533,7,5.8,1004.23,
2932,2020-05-23,3,8.3,10.2,14.8,17.7,77.21,4.9,12.3,1.067,7.3,2.2,1004.84,
2932,2020-05-24,3,7.1,8.6,12.7,18,70.92,7.2,17.3,7.8,5.5,2.9,1009.37,
2932,2020-05-25,3,8,9,11.8,14.9,77.67,4.4,12.3,0.717,7,0,1013.1,
2932,2020-05-26,3,6.1,9.5,13.9,19.3,70.67,2.5,7.2,6.6,5,0,1017.8,
2932,2020-05-27,3,4,8.1,16.3,22.8,60.38,2.1,8.2,9.467,4.9,3.8,1015.48,
2932,2020-05-28,3,6,9.1,14.1,19.3,64.33,4.1,12.5,12.5,3.9,0,1013.4,
2932,2020-05-29,3,3.7,5.9,13.8,19.8,58.13,2.5,9.3,8.233,4.6,0,1011.67,
2932,2020-05-30,3,4.6,7.2,12.8,17.5,56.17,3.6,10.6,7.633,4.9,0,1007.67,
2932,2020-05-31,3,4.8,7.2,14.1,22,60.88,3.2,11.3,8.3,4.5,0,1005.61,
2932,2020-06-01,3,4.8,7.3,16.4,24.2,52.5,2.8,8.9,15.317,0.5,0,1006.34,
2932,2020-06-02,3,5.7,8.6,18.6,26.3,49.58,2.1,7.2,15.167,1,0,1001.02,
2932,2020-06-03,3,7.6,11.5,18.1,27.1,62.29,2.3,21.1,9.817,5.6,4.2,989.49,
2932,2020-06-04,3,8.2,11,15.9,21.1,80.46,3.3,9.8,3.467,7.2,1,979.59,
2932,2020-06-05,3,7.8,9.2,13.1,18.3,72.83,5.9,15.4,3.367,7,1.5,980.16,
2932,2020-06-06,3,4.9,7.6,12.2,18.4,71.25,5.6,12.9,4.2,5.1,0.4,986.77,
2932,2020-06-07,3,5,9.7,13.7,17.3,72.46,3.3,8.1,1.317,6.8,0,991.97,
2932,2020-06-08,3,1.9,7,15,20.5,59.13,1.5,5.8,4.367,5.8,0,997.61,
2932,2020-06-09,3,11.1,11.5,16.1,22.7,63.92,2.6,9.4,1.817,7.6,0.2,999.46,
2932,2020-06-10,3,12.4,12.9,16.4,20.1,65.54,2.7,7.7,2.317,7.6,0.7,997.33,
2932,2020-06-11,3,12.1,12.5,15.9,20,82.79,2.5,5.7,0.95,7.6,0,994.67,
2932,2020-06-12,3,9.6,12.1,19.9,28.5,76.83,2.9,10.3,8.367,3.9,0,994.21,
2932,2020-06-13,3,13.8,16.2,23.1,32.2,68.92,3.4,15.3,11.267,4,11.5,993.65,
2932,2020-06-14,3,15.1,16.5,19.2,22.2,92.71,2.3,6.7,0.467,7.2,16.4,995.43,
2932,2020-06-15,3,14.9,16,20.6,26.3,70,2.1,6.7,12.167,5.4,0,997.71,
2932,2020-06-16,3,12.1,13.3,19.7,25.5,73.21,2.3,7.5,7.733,6.1,0,998.36,
2932,2020-06-17,3,12.6,15.1,21.2,26.9,67.71,1.7,5.5,6,6.8,0,995,
2932,2020-06-18,3,14.7,15.1,18.2,21.2,83.67,4.6,10.5,1.017,7.7,0.1,994.55,
2932,2020-06-19,3,13.7,14.2,17.9,21.7,79,3,8.7,0.1,7.3,0,997.8,
2932,2020-06-20,3,14.5,15.3,18.9,23.9,65.29,4.4,13.4,6.617,7.3,0,1001.88,
2932,2020-06-21,3,11.2,15,19.1,24.7,58.71,3.3,9.9,8.767,5,0,1003.25,
2932,2020-06-22,3,8.9,13.1,19.5,24.7,59.33,3.5,10.6,11.783,2.9,0,1005.93,
2932,2020-06-23,3,9.5,12.1,19.4,25.8,51.63,2.8,11.5,13.767,2.2,0,1008.68,
2932,2020-06-24,3,8.2,11.3,19.5,26.1,58.42,2.8,8.9,12.583,3.6,1.4,1008.09,
2932,2020-06-25,3,12.6,15.6,21.3,27.1,61.54,3.9,11.5,9.05,4.2,0,1004.37,
2932,2020-06-26,3,11.5,13.5,22.4,29.7,57,2.6,12.2,11.167,3.5,0,998.62,
2932,2020-06-27,3,13,16.5,24.1,31.6,56.67,4.9,15.3,12.75,3.4,0,994.82,
2932,2020-06-28,3,15,16.7,22.1,28.6,63.17,4.5,13.4,4.017,6.7,0.1,997.15,
2932,2020-06-29,3,8.9,13.4,18.8,24.2,58.58,4.2,14.6,8.617,5.1,0.1,995.92,
2932,2020-06-30,3,8.7,11.8,19,24.7,50.67,7.6,18.7,10.717,4.8,0,993.92,
2932,2020-07-01,3,15.7,16.3,21.8,28.8,60.33,6,15.8,6.133,6.7,4.5,991.97,
2932,2020-07-02,3,14.7,15.4,19.9,27.1,72.13,4.2,18,7.967,5.8,2.1,994.54,
2932,2020-07-03,3,11,14.5,18.7,24.6,64.83,4.3,11.8,9.433,5.1,0,1000.13,
2932,2020-07-04,3,11.4,14,21.2,26.8,51.13,5.8,15.3,8.817,5,0,999.71,
2932,2020-07-05,3,18.2,20.2,23.4,28.6,56.33,8,16.8,4.033,6,0,995.55,
2932,2020-07-06,3,9.3,10.5,17.7,22.7,52.96,7.1,16.5,8.367,3.6,0,997.08,
2932,2020-07-07,3,9,10,15.9,22.5,58.42,4.6,14.4,7.067,6.2,2.7,1002.58,
2932,2020-07-08,3,11.6,12.2,14.4,17.1,82.92,3.3,8.2,0.117,7.8,1.1,1000.31,
2932,2020-07-09,3,10.8,13,17.9,24.9,80.58,3.4,12.3,0.417,7.3,0.7,997.97,
2932,2020-07-10,3,9.9,12.1,19.8,29.4,67.67,5.5,16.5,2.3,6.7,0,995.32,
2932,2020-07-11,3,6.6,9.6,15.5,21.7,61.54,2.5,8.7,6.683,4.6,0,1006.54,
2932,2020-07-12,3,6,9.5,16.1,22.5,56,2.3,7.7,10.567,3.6,0,1010.5,
2932,2020-07-13,3,4.9,9.2,18.6,26,46.79,1.9,6.3,15.267,2,0,1006.81,
2932,2020-07-14,3,8.4,12.6,21.1,28.1,44.5,3.3,9.8,8.75,4.5,0,998.31,
2932,2020-07-15,3,10.8,12.2,15.3,18,86.38,2.1,7.5,0.567,7.7,7.8,997.06,
2932,2020-07-16,3,10.9,11.8,16.1,21,75.63,2.8,8.9,3.267,6.9,0,999.95,
2932,2020-07-17,3,11.8,13,17.5,22.4,63.54,2.5,8.7,4.283,6.7,0,1003.29,
2932,2020-07-18,3,11.4,13.6,20.6,27.4,56.5,2,8.7,11.4,3,0,1003.2,
2932,2020-07-19,3,10.7,14,23.3,30.7,50.17,1.9,9.9,11.8,5.1,0,999.83,
2932,2020-07-20,3,11.4,15.4,20.1,25.3,64.5,3.2,11.3,7.433,5.7,1.7,1000.58,
2932,2020-07-21,3,8.6,11.7,17.8,23.8,51.13,2.9,9.4,10.067,3.8,0,1005.5,
2932,2020-07-22,3,5.5,9.6,17.3,23.9,52.92,2,7.2,10.7,3.7,0,1005.53,
2932,2020-07-23,3,11.3,14.2,18.6,23.9,52.13,2.1,6.2,6.933,4.7,0,1000.79,
2932,2020-07-24,3,9.8,13.4,21.3,29.4,50.25,4.2,14.9,8.017,5,0,995.11,
2932,2020-07-25,3,10.5,14.1,21.6,28.7,55.71,2.9,9.8,6.9,6.3,0.5,996.35,
2932,2020-07-26,3,12.3,14.4,19.5,26,72.67,4.1,19.2,4.467,6,4.6,995.79,
2932,2020-07-27,3,10.1,13.4,21.2,26.9,61.17,2.9,8.2,8.917,5,0,999.42,
2932,2020-07-28,3,14.8,17.8,24,28.8,48.25,5.6,15.6,9.133,6.7,0,994.4,
2932,2020-07-29,3,8.8,13.3,19.3,25.2,49.17,4.3,13.2,11.933,3.8,0,1002.2,
2932,2020-07-30,3,8.9,11.5,19.2,27.4,48.33,2.2,8.6,13,3.8,0,1004.38,
2932,2020-07-31,3,9.5,12.1,21.2,28,47.29,2,6.5,14.1,1.8,0,1002.79,
2932,2020-08-01,3,12.2,14.7,24.8,32.7,44.63,2.7,7,11.833,3.7,0,998.77,
2932,2020-08-02,3,14.4,15.4,19.4,22.5,83.25,2.2,11.5,0,7.3,8.7,996.87,
2932,2020-08-03,3,12.6,14.3,17.7,22.4,67.54,3.2,9.1,,6.2,0,996.18,
2932,2020-08-04,3,8.5,12,17.2,23.1,61.29,2.9,9.6,,4.4,0,998.73,
2932,2020-08-05,3,7.6,11.7,20.4,27.7,49.67,2.8,7.7,,4.1,0,1002.63,
2932,2020-08-06,3,11.1,14.1,23.1,30.4,44.13,2.9,7.2,,0.7,0,1004.89,
2932,2020-08-07,3,14.5,16.1,25.4,32.6,52.67,2.5,6.7,,0.6,0,1005.06,
2932,2020-08-08,3,17.8,20.5,28.3,35.6,44.29,2.4,6.2,,1.8,0,1003.46,
2932,2020-08-09,3,16.8,19.7,27.2,34.9,48.29,2.1,9.8,,5.3,0,1001.3,
2932,2020-08-10,3,20.2,20.9,24.7,29.2,59.17,3.9,9.8,,6.6,0,1001.35,
2932,2020-08-11,3,17.4,19.6,25.9,32.5,56.54,4,10.8,,2.4,0,1002.24,
2932,2020-08-12,3,15.4,17.6,25.9,32.7,48.58,4.4,11.5,12.2,2.5,0.1,1001.38,
2932,2020-08-13,3,18,19.4,24.3,31.4,60.08,3.6,9.1,2.6,7,7.9,997.97,
2932,2020-08-14,3,18.5,19,22,27.2,78.75,2.8,9.3,2.867,7.6,2.9,997.15,
2932,2020-08-15,3,17.3,18.8,21.5,25.6,80.04,1.6,4.6,0.083,7.1,0.2,998.61,
2932,2020-08-16,3,15.8,17.6,24,30.7,58.08,3.4,8.9,12.617,2.7,0,997.08,
2932,2020-08-17,3,15.6,17,21.6,27.6,68.17,4,11.3,5.133,5.8,1.4,994.11,
2932,2020-08-18,3,13.9,16.2,20.2,25.8,75.21,2.4,9.1,7.183,6.7,0.4,994.38,
2932,2020-08-19,3,11.4,14.2,20.9,27.3,62.92,2.2,8.2,12.267,2.5,0,995.03,
2932,2020-08-20,3,15.4,17,24.4,31.7,56.04,3.7,10.3,7.7,5.9,0,994.8,
2932,2020-08-21,3,17.9,20.1,28.2,36.8,49.71,4.6,15.1,11.333,3.9,9.3,995.19,
2932,2020-08-22,3,15.8,18,22.8,27,70.21,5.5,11.7,4.483,5.8,1.3,998.54,
2932,2020-08-23,3,12.7,14.8,19.3,24.5,62.79,5.2,14.7,5.517,5.8,0.1,999.21,
2932,2020-08-24,3,11.4,13.5,18.2,23.9,64.21,4.7,14.6,5.017,6.3,0,999.09,
2932,2020-08-25,3,9.7,11.9,18.9,24.1,58.17,3.9,10.5,6.933,5.5,0,996.24,
2932,2020-08-26,3,16.1,16.8,20,22.8,53.67,11.6,23.5,1.35,6,0,990.79,
2932,2020-08-27,3,9.9,11.8,16.9,20.8,61.54,5.9,16.3,3.55,6.4,4.1,998.32,
2932,2020-08-28,3,11.8,12.7,18.2,24.1,67.67,4.9,12.3,2.167,7.2,0.6,988.6,
2932,2020-08-29,3,13.9,15.4,18.7,23.7,62.04,4.1,9.8,3.8,6.8,0,989.41,
2932,2020-08-30,3,10.5,13.2,16.7,21.2,79.67,2.2,8.7,2.55,7.3,21.6,991.94,
2932,2020-08-31,3,13.3,14,16,20.5,85.83,3.4,9.1,4.983,6.8,9.5,999.67,
2932,2020-09-01,3,7.6,10.7,14.9,19.2,74.08,2.6,8.4,4.817,6.6,0,1001.37,
2932,2020-09-02,3,7.6,9.4,14.1,19.9,76.46,2.3,9.1,4.983,6.8,1.6,1001.66,
2932,2020-09-03,3,6.7,9,16.3,22.9,69.5,4.7,12.3,8.617,4.9,5.9,1003.72,
2932,2020-09-04,3,14.7,15,19.4,23.5,78.96,4.1,11.7,2.217,7.2,0,1004.14,
2932,2020-09-05,3,8.3,10.8,15.8,19.4,82.04,2.3,7.9,0.483,6.9,0.3,1000.92,
2932,2020-09-06,3,6.7,9.5,14.3,19.6,70.17,2.7,10.3,7.967,5.8,0,1003.15,
2932,2020-09-07,3,6.7,9.4,15,21,68.17,2.3,9.4,8.5,4.4,0,1007.34,
